chemical_cid,uniport_accession,score
5520,Q22620,0.394
14982,O17680,0.394
11313,Q21501,0.394
4837,P52166,0.394
697,P34496,0.394
7994,O01815,0.394
13730,Q21484,0.394
1530,O02225,0.394
273,G5EFY1,0.394
3433,G5EDZ2,0.394
6559,P34545,0.394
8083,Q02332,0.394
2265,Q18680,0.394
4501,P91134,0.394
8418,P90735,0.394
4174,G5ECE8,0.394
785,P34707,0.394
5236,Q95Q11,0.394
6371,P83388,0.394
6331,Q22307,0.394
11459,G5EBJ7,0.394
6342,O01579,0.394
2466,O17892,0.394
4725,Q18511,0.394
4725,Q8WQA8,0.394
4725,Q9U2X0,0.394
2187,O02158,0.394
511,Q7JKC3,0.394
2683,P91857,0.394
11915,P49632,0.394
24262,Q19546,0.394
5568,Q8MP09,0.394
10729,H2L039,0.394
25102,Q94055,0.394
6626,P50432,0.394
460,Q18581,0.394
1219,P35603,0.394
2207,O17850,0.394
14195,O44408,0.394
22523,O02655,0.394
5798,Q19572,0.394
11578,P91020,0.394
5798,Q09510,0.394
22311,Q20303,0.394
4055,Q09990,0.394
5917,Q94125,0.394
3749,O16796,0.394
15074,Q18217,0.394
25892,Q19207,0.394
3902,Q22137,0.394
16850,Q9U299,0.394
5736,P53013,0.394
2156,G5EGK1,0.394
4113,G5EG26,0.394
3637,G5ECR6,0.394
6391,Q9N5B3,0.394
2797,Q27483,0.394
9153,Q93167,0.394
5995,Q09990,0.394
6867,Q18990,0.394
3973,Q09657,0.394
5392,Q9N4M0,0.394
13818,P91276,0.394
5757,Q21693,0.394
8786,O45246,0.394
8929,Q20680,0.394
8965,Q21215,0.394
18096,P34512,0.394
8081,G5EFI8,0.394
2753,P49632,0.394
18096,Q9N3S7,0.394
18230,P90789,0.394
24755,Q21243,0.394
931,P52057,0.394
6948,B2FDA8,0.394
4649,G5EBY3,0.394
6885,O01685,0.394
484,Q93338,0.394
8190,H2KZL6,0.394
13401,Q9N3S8,0.394
3394,Q23146,0.394
21234,Q94055,0.394
754,G5EF06,0.394
3394,P47209,0.394
9934,O17626,0.394
17675,H2KYJ6,0.394
14823,Q9TZL8,0.394
8882,O18180,0.394
6417,O16991,0.394
4630,Q95PZ8,0.394
6180,G5ECW7,0.394
5864,Q20220,0.394
9934,Q9NAA7,0.394
180,G5ECC3,0.394
1176,Q19766,0.394
16957,Q9XUW5,0.394
10439,P91276,0.394
11711,Q09639,0.394
17318,O17680,0.394
24638,Q22031,0.394
7904,Q09504,0.394
22880,P52715,0.394
2206,P34455,0.394
33576,Q09523,0.394
5342,G5ECH0,0.394
10700,P49632,0.394
6167,Q9N384,0.394
184,Q19004,0.394
10252,P90829,0.394
17140,Q95NM6,0.394
7245,O61709,0.394
9260,P45894,0.394
5770,Q21693,0.394
1,P34273,0.394
7420,P34574,0.394
2061,Q17389,0.394
7245,Q17726,0.394
2687,Q9BIG5,0.394
8882,Q02332,0.394
1694,Q9XTY5,0.394
6870,O62327,0.394
5742,G5EBR3,0.394
6094,Q20117,0.394
15938,G5ECC3,0.394
6319,G5ECH0,0.394
15104,Q9NAB2,0.394
6035,O61793,0.394
6319,G5EGM1,0.394
10379,Q9XWV2,0.394
174,O76725,0.394
18301,Q9U307,0.394
8048,Q86MG7,0.394
14888,P38433,0.394
21,Q09980,0.394
2769,O45502,0.394
2346,O44175,0.394
5842,P27604,0.394
11248,Q21917,0.394
778,Q9BL07,0.394
24947,Q9XVQ9,0.394
6347,P53013,0.394
24947,Q19951,0.394
24947,Q21693,0.394
24947,Q20221,0.394
24203,O61660,0.394
3132,O18180,0.394
7948,Q17456,0.394
3763,Q21752,0.394
4284,H2KYA0,0.394
7929,Q22716,0.393
149,Q9XTQ8,0.393
12542,Q18787,0.393
12542,Q22856,0.393
5350,P55954,0.393
1234,Q9N390,0.393
3926,Q09567,0.393
12542,Q20993,0.393
22310,Q9U6P6,0.393
5382,G5EET2,0.393
5770,O76463,0.393
10435,Q94055,0.393
5770,Q17938,0.393
2754,O01498,0.393
127,Q9U1Q3,0.393
4261,Q9BI71,0.393
5558,Q966W3,0.393
8631,G5ECU5,0.393
12068,Q09580,0.393
7749,Q22053,0.393
7411,O16284,0.393
14298,Q22619,0.393
5712,Q9NA98,0.393
10207,Q09629,0.393
476,P91079,0.393
26077,Q09508,0.393
527,Q9NHC3,0.393
1346,Q18680,0.393
3194,Q9BL79,0.393
5754,Q8WQL7,0.393
778,Q19317,0.393
24459,Q09397,0.393
4093,O17762,0.393
25803,Q8MYL7,0.393
4665,Q9N5V4,0.393
32743,O01592,0.393
10469,P90788,0.393
14125,G5EED8,0.393
2478,O01320,0.393
3102,O16299,0.393
6654,P54412,0.393
3102,Q09979,0.393
22318,A5JYX3,0.393
24934,Q27488,0.393
8343,Q9N4F3,0.393
2995,Q23445,0.393
3467,P34714,0.393
10439,P52709,0.393
3844,O62327,0.393
3844,G5EBI4,0.393
6300,Q93934,0.393
10994,Q9Y194,0.393
7051,Q19775,0.393
2995,Q23146,0.393
5901,O01312,0.393
1340,Q18688,0.393
10788,Q7JNG1,0.393
19878,O61660,0.393
6046,O16368,0.393
9637,Q9NAF2,0.393
6946,P34529,0.393
9589,P32756,0.393
9444,Q9N456,0.393
21218,Q21265,0.393
21218,Q95YF3,0.393
6119,O62139,0.393
9283,Q10040,0.393
8313,P34212,0.393
5166,P41988,0.393
4707,Q23089,0.393
2244,Q95QE8,0.393
18168,Q23571,0.393
21651,P34346,0.393
3820,Q09510,0.393
2954,Q09397,0.393
4778,O17607,0.393
17699,O61742,0.393
2513,Q7JNP9,0.393
13350,H2KZ19,0.393
4518,Q20496,0.393
3043,P91500,0.393
10494,Q93794,0.393
7910,P41938,0.393
7896,G5EC98,0.393
11847,Q10663,0.393
9637,Q20143,0.393
6641,O17680,0.393
21236,O01579,0.393
3608,G5EGA6,0.393
7253,G5ED44,0.393
5280,Q965S0,0.393
20401,P55954,0.393
6129,Q19266,0.393
24838,Q94055,0.393
2541,Q9XVU3,0.393
26738,Q19579,0.393
8813,Q7Z137,0.393
564,G5ECE8,0.393
3672,Q95QV8,0.393
10919,Q9N5R9,0.393
16770,Q9Y194,0.393
6006,Q95Y73,0.393
7594,G5EDB6,0.393
9416,Q19162,0.393
5199,Q23451,0.393
5199,Q21795,0.393
3503,Q20641,0.393
7428,Q93761,0.393
11359,Q93204,0.393
13243,P34286,0.393
9880,Q18677,0.393
14809,Q9N5C4,0.393
24602,G5ECE8,0.393
12137,Q10664,0.393
5936,Q9XXJ2,0.393
3017,Q21966,0.393
4106,O17589,0.393
10680,Q09630,0.393
10680,Q9UAY8,0.393
2178,P49596,0.393
712,Q09353,0.393
4746,P34355,0.393
18708,P58798,0.393
5350,Q95YB2,0.393
4939,Q23155,0.393
11735,O17966,0.393
6623,H2KZY5,0.393
10494,Q95QE2,0.393
5881,O01683,0.393
12404,Q18688,0.393
11379,O61856,0.393
5881,G5ED07,0.393
15146,A8WFK6,0.393
24341,G5EFG5,0.393
27062,H2KYI5,0.393
11237,Q17533,0.393
10958,Q20628,0.393
1937,Q8MQA1,0.393
18794,Q8WQG9,0.393
8119,Q20122,0.393
11735,O18693,0.393
4456,G5ECY0,0.393
16827,Q10929,0.393
5894,Q9XW79,0.393
4456,B5BM47,0.393
3767,Q18547,0.393
6584,P91020,0.393
3896,Q9N4P2,0.393
9210,Q17899,0.393
6584,G5EGA7,0.393
3896,Q9N5G4,0.393
4932,Q93244,0.393
16704,P34529,0.393
18165,P34480,0.393
18165,Q18677,0.393
14769,P91404,0.393
10715,P50432,0.393
10204,O17944,0.393
13153,Q17770,0.393
6561,P34638,0.393
9469,Q8MYL7,0.393
3866,G5EBF7,0.393
890,Q9XUB2,0.393
5882,Q17432,0.393
3562,Q18673,0.393
20186,P39745,0.393
6012,Q9XV52,0.393
12587,Q9XVJ3,0.393
999,P91266,0.393
6587,Q8MXS7,0.393
15910,Q10454,0.393
12172,Q95003,0.393
8048,Q9U357,0.393
10729,Q18040,0.393
2236,O16992,0.393
1937,G5ECY2,0.393
7729,O62139,0.393
1534,P34346,0.393
6696,O17892,0.393
2236,Q9BHL6,0.393
5761,Q10657,0.393
7966,Q94045,0.393
4980,Q21415,0.393
8671,Q9XXJ0,0.393
6496,H2L0B7,0.393
14182,Q20796,0.393
14182,P32085,0.393
10184,Q9GZI3,0.393
3344,Q0G819,0.393
992,Q9TXZ9,0.393
3501,P46561,0.393
20353,Q10039,0.393
16749,Q9XXJ1,0.393
4158,O02161,0.393
10114,O01969,0.393
3845,Q09990,0.393
6020,Q9U302,0.393
15103,Q8WQL7,0.393
24008,Q17994,0.393
8964,Q20240,0.393
21236,Q9N3B0,0.393
6366,P34385,0.393
16836,G4SNS6,0.393
370,Q23543,0.393
24667,Q11174,0.393
7975,O16452,0.393
6514,P52013,0.393
2404,P51875,0.393
13165,Q94148,0.393
1049,Q9U2Z5,0.393
196,G5ECI8,0.393
2151,Q18801,0.393
6264,P49583,0.393
3971,Q9N3S8,0.393
14935,Q0G819,0.393
9570,O62137,0.393
5192,Q9XTY5,0.393
3224,Q20340,0.393
8789,G5EFY1,0.393
6338,Q9GYS8,0.393
9570,Q09530,0.393
15184,Q18994,0.393
8618,G5EGM1,0.393
7005,O17921,0.393
5754,Q9TYY0,0.393
7005,Q2L6Y6,0.393
7420,Q9GYF1,0.393
9904,Q9N4Y8,0.393
17869,Q9XWF2,0.393
7005,P52275,0.393
9904,Q20340,0.393
4910,O17395,0.393
3119,G5EE14,0.393
10114,Q9U2X0,0.393
4462,O17583,0.393
5276,Q9NA98,0.393
299,G5EBY3,0.393
10114,Q8WQA8,0.393
24365,G5EC40,0.393
2995,P34183,0.393
25000,P17329,0.393
19886,Q8I111,0.393
10723,Q9N5U1,0.393
10723,Q9UAV5,0.393
992,O44408,0.393
14286,Q9XWF1,0.393
4156,Q17957,0.393
6959,G5EDF5,0.393
10037,Q965S2,0.393
6035,Q20393,0.393
1743,Q20122,0.393
3779,O17636,0.393
21387,P34286,0.393
8316,Q9N4M0,0.393
3976,G5ED95,0.393
6037,G5EBZ1,0.393
85,Q21276,0.393
2361,O02151,0.393
7992,P09446,0.393
2971,G5ED01,0.393
4378,O45148,0.393
8663,Q9NHC3,0.393
4387,G5EDZ2,0.393
10239,P53585,0.393
6257,G5EDZ2,0.393
10349,P32085,0.393
10239,P90731,0.393
6613,Q10040,0.393
3365,P34460,0.393
10205,P52709,0.393
9033,O17636,0.393
6954,O16368,0.393
10795,Q965Q1,0.393
2333,Q9U3I0,0.393
4055,P34429,0.393
6020,G5EE80,0.393
26613,Q10039,0.393
5918,O01683,0.393
9001,P48996,0.393
32014,Q19087,0.393
4910,Q10944,0.393
2818,O62327,0.393
5161,P35603,0.393
11,Q21053,0.393
21059,P34255,0.393
9191,Q17994,0.393
8515,O17365,0.393
6570,H2KYE9,0.393
23100,Q19546,0.393
15460,Q9N4K2,0.393
7170,Q965R0,0.393
6570,Q20751,0.393
13350,Q27487,0.393
1292,O02096,0.393
2015,P32085,0.393
23100,O61460,0.393
5053,Q9N2Z7,0.393
5053,O45818,0.393
4549,Q17446,0.393
10228,A5JYX3,0.393
7749,Q18217,0.393
11831,Q21926,0.393
4122,P34642,0.393
6278,G5EG58,0.393
6278,Q9XW63,0.393
4122,Q9U1Y0,0.393
15910,Q22943,0.393
2750,O17892,0.393
241,P90787,0.393
7263,Q09522,0.393
1486,Q18885,0.393
1486,O62146,0.393
1720,Q19311,0.393
8413,Q9XUV0,0.393
5581,O17214,0.393
6575,Q9XWF2,0.393
3025,O16995,0.393
732,P34638,0.393
24385,G5EBV0,0.393
3025,P91505,0.393
7248,G5EFK4,0.393
14296,P52275,0.393
8894,O18180,0.393
14296,O17921,0.393
14296,Q2L6Y6,0.393
7081,P34286,0.393
85,Q3S1J8,0.393
14491,P90795,0.393
628,P27798,0.393
668,Q18445,0.393
2051,Q9XX15,0.393
884,B5BM27,0.393
7847,Q09353,0.393
2475,Q9U298,0.393
2347,G5EDZ2,0.393
9117,Q9GYS8,0.393
22469,Q2L6Y6,0.393
24459,Q19004,0.393
5100,Q93714,0.393
17957,O02228,0.393
9050,Q18822,0.393
16546,Q9U2M4,0.393
11254,P34638,0.393
16758,Q9NHC3,0.393
25511,O02115,0.393
4891,Q965S2,0.393
14823,Q94392,0.393
1348,Q966C7,0.393
8447,Q22067,0.393
20393,O01806,0.393
6087,Q9N5V4,0.393
5862,Q21693,0.393
7104,O17919,0.393
11914,O16991,0.393
6375,P12456,0.393
15908,Q968Y9,0.393
3102,P49404,0.393
7280,Q9XVU2,0.393
8086,P34264,0.393
11638,Q20935,0.393
8197,P03949,0.393
20393,Q95QD6,0.393
15818,Q21752,0.393
5018,P46769,0.393
13838,P12845,0.393
1678,Q9XUJ7,0.393
9033,Q18994,0.393
6817,Q19437,0.393
7859,P90829,0.393
1855,G5EGK1,0.393
2769,Q9GYK4,0.393
7341,G5EBR7,0.393
11833,Q8WQL7,0.393
7918,Q21817,0.393
7266,Q23126,0.393
7970,O61235,0.393
7099,P91857,0.393
7835,O76383,0.393
4757,Q86ME6,0.393
8411,O44712,0.393
4837,Q93794,0.393
7348,P55216,0.393
10236,Q20993,0.393
4798,O62334,0.393
5794,O01602,0.393
5425,Q20796,0.393
4021,Q9XVZ6,0.393
5425,P90787,0.393
15625,Q20414,0.393
24341,Q17389,0.393
8857,A9UJN4,0.393
7525,Q9XW92,0.393
10379,P34213,0.393
7020,Q22619,0.393
7516,Q9TZ93,0.393
6094,Q09580,0.393
1569,O61741,0.393
2118,H2KYJ6,0.393
15627,Q21554,0.393
19648,Q7JKC3,0.393
10723,Q22070,0.393
10255,G5ECA0,0.393
1229,P48181,0.393
11105,Q9N4B2,0.393
7449,Q9XV52,0.393
4217,G5EGT7,0.393
16953,G5ECI8,0.393
13050,O61790,0.393
19212,Q20845,0.393
7793,Q9U2F6,0.393
10104,O17892,0.393
4858,Q9U6P6,0.393
9955,G5EGT4,0.393
15792,Q9U1Q4,0.393
18835,G5EFC1,0.393
3117,O44782,0.393
8815,A8WFI7,0.393
7541,G5EFY1,0.393
8184,Q17994,0.393
4581,G5ED87,0.393
845,P52014,0.393
6780,G5EG50,0.393
11136,Q21633,0.393
3291,Q17900,0.393
10541,Q18217,0.393
14456,Q20624,0.393
6780,P34497,0.393
712,G5EGM1,0.393
2857,P90795,0.393
6658,Q19328,0.393
9905,Q21463,0.393
10228,G5ECV9,0.393
2578,Q21614,0.393
2881,Q93338,0.393
6871,Q95ZQ4,0.393
14135,Q9NA32,0.393
421,Q17525,0.393
4495,Q22159,0.393
10428,Q9N4Y8,0.393
825,O16992,0.393
5707,O17071,0.393
11056,Q03577,0.393
3696,Q95YB8,0.393
4461,O62137,0.393
20667,Q93794,0.393
20667,O02637,0.393
24462,Q19849,0.393
6362,B5BM27,0.393
12074,Q21944,0.393
14357,P31161,0.393
10614,O44512,0.393
23418,O02115,0.393
8370,Q22171,0.393
5707,O17850,0.393
2058,Q09591,0.393
4781,G5EEG0,0.393
13940,Q22100,0.393
6329,O16796,0.393
12422,O45430,0.393
2783,Q95QD6,0.393
5735,Q19537,0.393
5735,O61792,0.393
5601,Q21274,0.393
17607,P91851,0.393
17607,P51875,0.393
4891,Q02332,0.393
8566,Q9XU15,0.393
16546,Q8MYL7,0.393
1366,O02228,0.393
8007,Q93204,0.393
10757,G5ECY2,0.393
12035,Q18683,0.393
3397,Q20751,0.393
15357,Q53U87,0.393
7784,P90861,0.393
4032,Q22307,0.393
2094,Q9N4K2,0.393
12988,Q21944,0.393
3308,Q9BL79,0.393
2336,O44175,0.393
8303,Q9U2M5,0.393
23149,Q9N4I4,0.393
3589,Q19087,0.393
16486,Q18164,0.393
3452,Q23069,0.393
398,Q86S57,0.393
6268,Q19825,0.393
20285,G5ECY0,0.393
11647,Q19626,0.393
7732,G5ECY0,0.393
11197,G5EG43,0.393
5189,O62146,0.393
470,O61217,0.393
3414,Q21276,0.393
2580,Q21353,0.393
23424,Q9GZH3,0.393
1725,Q9NEX2,0.393
13855,P90829,0.393
30751,P04970,0.393
2123,Q18683,0.393
1225,Q18031,0.393
30751,Q18851,0.393
3526,O01579,0.393
8906,Q9U2Q8,0.393
172,Q7JMM5,0.393
261,Q23191,0.393
2801,Q965V9,0.393
6696,P34455,0.393
2801,Q93695,0.393
2783,G5ED07,0.393
12699,Q10653,0.393
24460,G5EFY1,0.393
9398,B2FDA8,0.393
7833,Q8ITY6,0.393
6094,Q18678,0.393
9250,P90904,0.393
4942,Q18645,0.393
5311,H2KZL6,0.393
4942,G5ECY0,0.393
10883,Q9XXD8,0.393
3544,P20163,0.393
3544,Q22101,0.393
5581,Q23511,0.393
12233,G5EE14,0.393
1081,Q9XW92,0.393
11801,Q20819,0.393
5601,O76258,0.393
7516,G5ED07,0.393
24262,Q18164,0.393
3339,Q20779,0.393
3767,O17860,0.393
24262,Q20049,0.393
3043,O17860,0.393
23471,O45926,0.393
5641,Q94125,0.393
12290,Q23295,0.393
6869,Q9N4Y8,0.393
7564,O17759,0.393
8103,Q10664,0.393
2533,O16299,0.393
7965,B5BM47,0.393
14892,Q9GYI4,0.393
5934,O17214,0.393
24933,Q9XVJ2,0.393
6540,O02115,0.393
6558,Q21966,0.393
24012,O45087,0.393
18087,Q95ZW2,0.393
78,Q9BL46,0.393
13651,O61213,0.393
2347,Q10653,0.393
17675,O01806,0.393
1086,P91133,0.393
1086,G5EBX6,0.393
9938,Q8MXT1,0.393
18950,P52015,0.393
3009,O61955,0.392
3009,Q21568,0.392
5901,O45011,0.392
9669,Q17994,0.392
1245,G5EEX8,0.392
3009,Q965N7,0.392
5918,Q21693,0.392
5901,P28051,0.392
18026,Q21917,0.392
3520,H2KZK7,0.392
3134,Q9XV04,0.392
17097,P49583,0.392
5591,Q20950,0.392
2997,Q23122,0.392
23190,O44739,0.392
27476,O02637,0.392
8857,H2KYA0,0.392
4173,Q9N537,0.392
12699,P46577,0.392
5894,O44411,0.392
1346,Q966C7,0.392
5591,Q20641,0.392
16953,Q9XUJ7,0.392
7737,Q20481,0.392
16827,Q9GYF1,0.392
1833,Q17361,0.392
5955,Q9N3C9,0.392
6946,Q9XWH0,0.392
861,G5EFD9,0.392
7270,Q19699,0.392
3293,P91025,0.392
9048,Q93338,0.392
4713,G5EBS5,0.392
2146,Q9U297,0.392
11006,Q9N5G2,0.392
7244,Q5WRS4,0.392
5530,Q9XUP4,0.392
13350,G5EGH4,0.392
6742,O01592,0.392
13153,Q93849,0.392
8316,Q22501,0.392
11719,Q17389,0.392
12284,Q09603,0.392
15460,P41958,0.392
6050,Q20220,0.392
16850,Q9U302,0.392
10205,Q22170,0.392
2972,Q93761,0.392
10206,Q9XVJ2,0.392
525,Q19834,0.392
2277,Q19266,0.392
24771,P91425,0.392
2771,O61856,0.392
9707,H2KZF6,0.392
10680,Q95Q25,0.392
5978,P34273,0.392
3545,Q95NM6,0.392
8033,O17005,0.392
3973,O45819,0.392
421,Q9XUW5,0.392
1237,O44917,0.392
11466,P34385,0.392
19731,G5EDY0,0.392
20193,O01806,0.392
2132,Q18187,0.392
8786,G5ECU5,0.392
25803,O61235,0.392
9321,P28051,0.392
2907,Q21763,0.392
2259,Q23261,0.392
7308,Q95QE2,0.392
2758,Q2YS41,0.392
22523,O01815,0.392
9257,P54816,0.392
14273,B7FAS8,0.392
27653,Q20875,0.392
14273,Q9TZ33,0.392
8261,Q95Q57,0.392
18749,P53588,0.392
18749,P53589,0.392
11334,O44164,0.392
8261,Q9N5S1,0.392
2319,O17589,0.392
2955,Q19683,0.392
21765,G5ECA0,0.392
1345,Q9XVJ2,0.392
14090,Q09353,0.392
2265,Q22067,0.392
9081,Q9U2J6,0.392
12318,Q27464,0.392
13818,Q22798,0.392
6800,P34286,0.392
2950,Q17339,0.392
11123,O45148,0.392
6245,O62146,0.392
9550,O17004,0.392
4195,H2KZL6,0.392
10387,Q9BI71,0.392
1345,Q18581,0.392
3074,Q9XXI9,0.392
10522,Q03563,0.392
13086,P14585,0.392
10038,P41988,0.392
8947,Q9N3S7,0.392
10267,G5ED87,0.392
3547,O02621,0.392
4752,Q21693,0.392
7861,G5EGT7,0.392
16957,Q09979,0.392
3386,O17365,0.392
11048,Q21966,0.392
5219,Q22918,0.392
24294,O17626,0.392
7454,Q22100,0.392
8594,G5EBJ7,0.392
2574,Q19680,0.392
5694,Q9BHL6,0.392
8749,G5EDY0,0.392
6419,G5EE14,0.392
4480,P41937,0.392
2692,Q9U2X0,0.392
13342,O44739,0.392
4480,Q9GYG4,0.392
3821,O01607,0.392
14801,O17365,0.392
3821,Q9N5G2,0.392
16953,O01498,0.392
1645,P30429,0.392
5011,Q23295,0.392
5231,O01598,0.392
8007,Q20728,0.392
5624,Q18246,0.392
388,Q20943,0.392
7244,O45434,0.392
4054,Q21693,0.392
5325,Q18677,0.392
2229,Q9N3S7,0.392
4500,Q94392,0.392
11047,Q9TXR4,0.392
26879,Q11122,0.392
4368,G5EG72,0.392
732,B7FAS8,0.392
9570,Q9BL61,0.392
16749,Q21774,0.392
10705,Q20375,0.392
12733,Q18938,0.392
8631,Q9N5V4,0.392
3194,O44514,0.392
1218,O17754,0.392
2955,Q22640,0.392
11,Q20950,0.392
2481,O45865,0.392
11230,Q9TZ93,0.392
564,Q18885,0.392
3447,O62336,0.392
9637,Q19749,0.392
1043,O62336,0.392
5327,Q10578,0.392
1043,Q9XVU3,0.392
6989,Q10578,0.392
17727,Q93324,0.392
9444,Q9BL56,0.392
21704,Q21697,0.392
5327,P02567,0.392
4339,Q8WQG9,0.392
4768,Q95YB8,0.392
14491,Q9N5C0,0.392
4685,Q94125,0.392
10461,Q95XR1,0.392
10298,Q9XWN7,0.392
12777,Q95Y73,0.392
12967,P54871,0.392
10298,O02089,0.392
8342,O44954,0.392
7758,Q93650,0.392
7654,Q95ZQ3,0.392
7758,Q9BL79,0.392
9357,P34331,0.392
1988,Q9N3S5,0.392
11790,P27420,0.392
15460,O44712,0.392
12629,O61790,0.392
8295,Q7Z1Q3,0.392
11790,P20163,0.392
5505,Q21817,0.392
24360,O16929,0.392
7938,O17759,0.392
25890,Q9GZI3,0.392
6329,P34446,0.392
10591,Q4TT88,0.392
13362,P34638,0.392
5958,Q304D8,0.392
4113,Q17361,0.392
5743,P52713,0.392
14801,Q9XWF2,0.392
21100,Q9U1Y0,0.392
16362,P49583,0.392
23998,P52554,0.392
5754,Q23457,0.392
4122,P20792,0.392
16758,Q02332,0.392
9062,O17586,0.392
2907,Q22620,0.392
4915,P41848,0.392
9444,O61667,0.392
24773,Q9U6P6,0.392
7244,G5ECH0,0.392
172,Q9U2F2,0.392
4786,Q27888,0.392
2997,O01583,0.392
6794,Q20680,0.392
15910,Q95003,0.392
18230,P34308,0.392
15910,Q09591,0.392
5646,G5EBS1,0.392
26612,O45666,0.392
2162,Q21053,0.392
3503,G5EF68,0.392
6844,P20163,0.392
2151,Q03614,0.392
6578,Q9U2M7,0.392
8190,Q20481,0.392
7067,Q20140,0.392
8190,P90849,0.392
12967,Q19317,0.392
8803,Q09235,0.392
3588,O02213,0.392
5802,Q95QE8,0.392
7762,P91020,0.392
515,Q9UAW8,0.392
9415,Q564Q1,0.392
10788,Q23588,0.392
6578,O17759,0.392
3862,Q93332,0.392
6870,O17214,0.392
24936,O02161,0.392
3540,Q9TVL3,0.392
21109,O45246,0.392
1369,Q27481,0.392
1539,Q9NAB7,0.392
11163,O62146,0.392
11163,Q8MXV8,0.392
11163,G5EE78,0.392
1235,G5EBF7,0.392
5392,G5EBJ7,0.392
2940,O17214,0.392
15129,P16356,0.392
3945,O02213,0.392
311,P56570,0.392
5641,Q9N2L7,0.392
5641,Q10040,0.392
6588,Q19722,0.392
8190,Q19825,0.392
12712,Q27474,0.392
1329,G5ECD7,0.392
12303,Q17389,0.392
3696,Q17898,0.392
10494,Q20943,0.392
7107,G5EDF9,0.392
20353,Q20140,0.392
8479,Q09629,0.392
4583,P39745,0.392
4915,Q17334,0.392
6727,Q09580,0.392
8479,Q95YD8,0.392
5641,G5EBF7,0.392
772,Q9BHL6,0.392
2478,Q93324,0.392
3862,G5EF77,0.392
3136,O61792,0.392
15104,G5EFA2,0.392
772,Q21773,0.392
4766,Q9N3F1,0.392
5235,Q20845,0.392
3608,Q95Q62,0.392
3016,O61856,0.392
5236,Q20624,0.392
880,G5EEA8,0.392
25000,P17330,0.392
21928,Q21463,0.392
25000,P04970,0.392
11080,Q21614,0.392
6028,Q21217,0.392
5798,P51403,0.392
24425,Q09453,0.392
11089,Q22460,0.392
3969,O18000,0.392
24551,P27604,0.392
3394,P34212,0.392
2519,Q95XP0,0.392
8053,G5EBS5,0.392
4506,Q27526,0.392
24445,P90829,0.392
8592,O17966,0.392
4168,Q9N5S1,0.392
21694,Q65CM5,0.392
6041,Q9BL79,0.392
3101,Q09523,0.392
13165,G5EFK4,0.392
7114,Q23511,0.392
15383,Q22799,0.392
12894,O61856,0.392
11161,O17754,0.392
18831,Q23146,0.392
25473,O17762,0.392
25473,Q9NAB1,0.392
25473,Q19951,0.392
25473,Q9NAB0,0.392
14421,H2KY93,0.392
25473,O45115,0.392
25473,Q20221,0.392
9013,Q23261,0.392
19654,Q18587,0.392
3616,O16520,0.392
7835,Q27493,0.392
6557,G5ECY6,0.392
4649,Q966W3,0.392
2004,P54871,0.392
4308,Q21322,0.392
5443,Q9XXD4,0.392
24850,Q2L6U6,0.392
21470,P16356,0.392
2265,Q9XWN7,0.392
370,G5EFD9,0.392
4553,G5EDR3,0.392
1646,G5ECX2,0.392
370,Q9XWH0,0.392
10371,G5EDF5,0.392
143,Q9U3L8,0.392
6579,P54412,0.392
4156,G5EEZ3,0.392
8254,Q9N3F1,0.392
513,Q95YB2,0.392
7405,O61847,0.392
4915,P22981,0.392
7873,Q19440,0.392
4737,Q9XXD4,0.392
9965,G5ECV9,0.392
9210,P22981,0.392
2818,O16299,0.392
10170,Q20616,0.392
2940,P17329,0.392
11230,Q23588,0.392
13472,Q9BKU3,0.392
5917,Q18823,0.392
204,Q0G819,0.392
13347,Q95NM6,0.392
10256,O62515,0.392
2178,Q18006,0.392
5917,Q9NAH6,0.392
5794,Q9N3Z3,0.392
5794,G5EGT7,0.392
5574,O62327,0.392
5018,Q20358,0.392
10760,Q27873,0.392
14769,Q19831,0.392
5574,Q86S58,0.392
14769,G5EBV3,0.392
3768,Q27464,0.392
10180,Q9N588,0.392
9250,O44175,0.392
15074,Q9TZS5,0.392
15074,Q21917,0.392
2690,Q95QT7,0.392
3301,Q11190,0.392
9001,Q19243,0.392
7516,Q9U1Q4,0.392
16486,O17680,0.392
16486,P50306,0.392
12066,G5EG04,0.392
6035,O17798,0.392
4463,Q9TXZ9,0.392
5219,Q21501,0.392
1456,Q9BI71,0.392
13134,P41942,0.392
5708,Q17790,0.392
3394,G5ECU5,0.392
11737,Q23116,0.392
11737,P41958,0.392
2913,P41828,0.392
6817,Q9XU15,0.392
1242,G5EBY3,0.392
14241,Q8MQA1,0.392
9210,Q23528,0.392
14241,Q17900,0.392
9828,Q20278,0.392
4158,Q21230,0.392
10349,P10299,0.392
11495,P29355,0.392
2788,G5EGU1,0.392
3467,G5EDS5,0.392
12819,Q09235,0.392
10401,Q10654,0.392
825,Q9NHC3,0.392
6503,G5EBX8,0.392
5591,Q23511,0.392
12629,O01854,0.392
12629,P54812,0.392
5591,Q18673,0.392
2118,Q19440,0.392
2374,P53585,0.392
8505,O44503,0.392
2374,P90731,0.392
11850,G5EEY5,0.392
15897,G5ECB2,0.392
3194,Q22795,0.392
3043,Q9N3T8,0.392
11080,Q93696,0.392
2375,Q9N5V4,0.392
20083,P46563,0.392
1179,P90829,0.392
1645,P34712,0.392
3464,G5EBS5,0.392
8371,Q21215,0.392
2690,O17470,0.392
